Site/Site AQS/Param/POC,Date.LST,ugPerMeter3
Hamilton PS 46/300810007/PM2.5-88101/3,8/24/2018,19
Hamilton PS 46/300810007/PM2.5-88101/3,8/25/2018,4.4
Hamilton PS 46/300810007/PM2.5-88101/3,8/26/2018,7.8
Hamilton PS 46/300810007/PM2.5-88101/3,8/27/2018,3.2
Hamilton PS 46/300810007/PM2.5-88101/3,8/28/2018,2.9
Lewistown/300270006/PM2.5-88101/3,1/1/2018,7.1
Lewistown/300270006/PM2.5-88101/3,1/2/2018,4.3
Lewistown/300270006/PM2.5-88101/3,1/3/2018,2.7
Lewistown/300270006/PM2.5-88101/3,1/4/2018,7.8
Lewistown/300270006/PM2.5-88101/3,1/5/2018,4.7
Lewistown/300270006/PM2.5-88101/3,1/6/2018,3.2
Lewistown/300270006/PM2.5-88101/3,1/7/2018,2.3
Lewistown/300270006/PM2.5-88101/3,1/8/2018,2.8
Lewistown/300270006/PM2.5-88101/3,1/9/2018,2.2
Lewistown/300270006/PM2.5-88101/3,1/10/2018,7.5
Lewistown/300270006/PM2.5-88101/3,1/11/2018,4.4
Lewistown/300270006/PM2.5-88101/3,1/12/2018,4.8
Lewistown/300270006/PM2.5-88101/3,1/13/2018,2.9
Lewistown/300270006/PM2.5-88101/3,1/14/2018,4.3
Lewistown/300270006/PM2.5-88101/3,1/15/2018,5.5
Lewistown/300270006/PM2.5-88101/3,1/16/2018,4
Lewistown/300270006/PM2.5-88101/3,1/17/2018,2.1
Lewistown/300270006/PM2.5-88101/3,1/18/2018,3.1
Lewistown/300270006/PM2.5-88101/3,1/19/2018,2.9
Lewistown/300270006/PM2.5-88101/3,1/20/2018,1.7
Lewistown/300270006/PM2.5-88101/3,1/21/2018,2.2
Lewistown/300270006/PM2.5-88101/3,1/22/2018,3
Lewistown/300270006/PM2.5-88101/3,1/23/2018,1.1
Lewistown/300270006/PM2.5-88101/3,1/24/2018,1.9
Lewistown/300270006/PM2.5-88101/3,1/25/2018,3.2
Lewistown/300270006/PM2.5-88101/3,1/26/2018,3.3
Lewistown/300270006/PM2.5-88101/3,1/27/2018,6.5
Lewistown/300270006/PM2.5-88101/3,1/28/2018,5.9
Lewistown/300270006/PM2.5-88101/3,1/29/2018,2.3
Lewistown/300270006/PM2.5-88101/3,1/30/2018,3.3
Lewistown/300270006/PM2.5-88101/3,1/31/2018,3.3
Lewistown/300270006/PM2.5-88101/3,2/1/2018,3.8
Lewistown/300270006/PM2.5-88101/3,2/2/2018,1.7
Lewistown/300270006/PM2.5-88101/3,2/3/2018,2.9
Lewistown/300270006/PM2.5-88101/3,2/4/2018,3.2
Lewistown/300270006/PM2.5-88101/3,2/5/2018,4.5
Lewistown/300270006/PM2.5-88101/3,2/6/2018,5.4
Lewistown/300270006/PM2.5-88101/3,2/7/2018,3.8
Lewistown/300270006/PM2.5-88101/3,2/8/2018,5
Lewistown/300270006/PM2.5-88101/3,2/9/2018,4.9
Lewistown/300270006/PM2.5-88101/3,2/10/2018,3.4
Lewistown/300270006/PM2.5-88101/3,2/11/2018,4.4
Lewistown/300270006/PM2.5-88101/3,2/12/2018,3.9
Lewistown/300270006/PM2.5-88101/3,2/13/2018,0.7
Lewistown/300270006/PM2.5-88101/3,2/14/2018,4.9
Lewistown/300270006/PM2.5-88101/3,2/15/2018,3.8
Lewistown/300270006/PM2.5-88101/3,2/16/2018,3
Lewistown/300270006/PM2.5-88101/3,2/17/2018,0.7
Lewistown/300270006/PM2.5-88101/3,2/18/2018,3.1
Lewistown/300270006/PM2.5-88101/3,2/19/2018,4.6
Lewistown/300270006/PM2.5-88101/3,2/20/2018,3.6
Lewistown/300270006/PM2.5-88101/3,2/21/2018,2.6
Lewistown/300270006/PM2.5-88101/3,2/22/2018,4.3
Lewistown/300270006/PM2.5-88101/3,2/23/2018,4.2
Lewistown/300270006/PM2.5-88101/3,2/24/2018,1.8
Lewistown/300270006/PM2.5-88101/3,2/25/2018,2
Lewistown/300270006/PM2.5-88101/3,2/26/2018,1.2
Lewistown/300270006/PM2.5-88101/3,2/27/2018,4.5
Lewistown/300270006/PM2.5-88101/3,2/28/2018,4
Lewistown/300270006/PM2.5-88101/3,3/1/2018,3.6
Lewistown/300270006/PM2.5-88101/3,3/2/2018,6
Lewistown/300270006/PM2.5-88101/3,3/3/2018,5.6
Lewistown/300270006/PM2.5-88101/3,3/4/2018,7.7
Lewistown/300270006/PM2.5-88101/3,3/5/2018,6.7
Lewistown/300270006/PM2.5-88101/3,3/6/2018,5.5
Lewistown/300270006/PM2.5-88101/3,3/7/2018,5.2
Lewistown/300270006/PM2.5-88101/3,3/8/2018,3.8
Lewistown/300270006/PM2.5-88101/3,3/9/2018,2.2
Lewistown/300270006/PM2.5-88101/3,3/10/2018,8.7
Lewistown/300270006/PM2.5-88101/3,3/11/2018,4.1
Lewistown/300270006/PM2.5-88101/3,3/12/2018,4.8
Lewistown/300270006/PM2.5-88101/3,3/13/2018,4.2
Lewistown/300270006/PM2.5-88101/3,3/14/2018,3.8
Lewistown/300270006/PM2.5-88101/3,3/15/2018,6.2
Lewistown/300270006/PM2.5-88101/3,3/16/2018,2.8
Lewistown/300270006/PM2.5-88101/3,3/17/2018,3.6
Lewistown/300270006/PM2.5-88101/3,3/18/2018,3.8
Lewistown/300270006/PM2.5-88101/3,3/19/2018,4.4
Lewistown/300270006/PM2.5-88101/3,3/20/2018,2.9
Lewistown/300270006/PM2.5-88101/3,3/21/2018,3.6
Lewistown/300270006/PM2.5-88101/3,3/22/2018,3.3
Lewistown/300270006/PM2.5-88101/3,3/23/2018,3.8
Lewistown/300270006/PM2.5-88101/3,3/24/2018,3.7
Lewistown/300270006/PM2.5-88101/3,3/25/2018,3
Lewistown/300270006/PM2.5-88101/3,3/26/2018,4.2
Lewistown/300270006/PM2.5-88101/3,3/27/2018,2.5
Lewistown/300270006/PM2.5-88101/3,3/28/2018,2.5
Lewistown/300270006/PM2.5-88101/3,3/29/2018,3.4
Lewistown/300270006/PM2.5-88101/3,3/30/2018,6.4
Lewistown/300270006/PM2.5-88101/3,3/31/2018,6.7
Lewistown/300270006/PM2.5-88101/3,4/1/2018,5.9
Lewistown/300270006/PM2.5-88101/3,4/2/2018,6.6
Lewistown/300270006/PM2.5-88101/3,4/3/2018,6.4
Lewistown/300270006/PM2.5-88101/3,4/4/2018,4.3
Lewistown/300270006/PM2.5-88101/3,4/5/2018,8.4
Lewistown/300270006/PM2.5-88101/3,4/6/2018,5.1
Lewistown/300270006/PM2.5-88101/3,4/7/2018,4.2
Lewistown/300270006/PM2.5-88101/3,4/8/2018,5.3
Lewistown/300270006/PM2.5-88101/3,4/9/2018,1.2
Lewistown/300270006/PM2.5-88101/3,4/10/2018,3.2
Lewistown/300270006/PM2.5-88101/3,4/11/2018,3.7
Lewistown/300270006/PM2.5-88101/3,4/12/2018,3.6
Lewistown/300270006/PM2.5-88101/3,4/13/2018,2.7
Lewistown/300270006/PM2.5-88101/3,4/14/2018,1.7
Lewistown/300270006/PM2.5-88101/3,4/15/2018,2.5
Lewistown/300270006/PM2.5-88101/3,4/16/2018,4.2
Lewistown/300270006/PM2.5-88101/3,4/17/2018,3.6
Lewistown/300270006/PM2.5-88101/3,4/18/2018,2.2
Lewistown/300270006/PM2.5-88101/3,4/19/2018,1.9
Lewistown/300270006/PM2.5-88101/3,4/20/2018,2.8
Lewistown/300270006/PM2.5-88101/3,4/21/2018,4.3
Lewistown/300270006/PM2.5-88101/3,4/22/2018,4.6
Lewistown/300270006/PM2.5-88101/3,4/23/2018,4.9
Lewistown/300270006/PM2.5-88101/3,4/24/2018,2.9
Lewistown/300270006/PM2.5-88101/3,4/25/2018,5.8
Lewistown/300270006/PM2.5-88101/3,4/26/2018,6
Lewistown/300270006/PM2.5-88101/3,4/27/2018,6.5
Lewistown/300270006/PM2.5-88101/3,4/28/2018,5.1
Lewistown/300270006/PM2.5-88101/3,4/29/2018,5.5
Lewistown/300270006/PM2.5-88101/3,4/30/2018,5.7
Lewistown/300270006/PM2.5-88101/3,5/1/2018,5
Lewistown/300270006/PM2.5-88101/3,5/2/2018,5.8
Lewistown/300270006/PM2.5-88101/3,5/3/2018,5.9
Lewistown/300270006/PM2.5-88101/3,5/4/2018,6.5
Lewistown/300270006/PM2.5-88101/3,5/5/2018,5.2
Lewistown/300270006/PM2.5-88101/3,5/6/2018,3.7
Lewistown/300270006/PM2.5-88101/3,5/7/2018,3.4
Lewistown/300270006/PM2.5-88101/3,5/8/2018,4
Lewistown/300270006/PM2.5-88101/3,5/9/2018,4.4
Lewistown/300270006/PM2.5-88101/3,5/10/2018,3.1
Lewistown/300270006/PM2.5-88101/3,5/11/2018,2.9
Lewistown/300270006/PM2.5-88101/3,5/12/2018,2.9
Lewistown/300270006/PM2.5-88101/3,5/13/2018,2.5
Lewistown/300270006/PM2.5-88101/3,5/14/2018,4.6
Lewistown/300270006/PM2.5-88101/3,5/15/2018,5.8
Lewistown/300270006/PM2.5-88101/3,5/16/2018,4.2
Lewistown/300270006/PM2.5-88101/3,5/17/2018,6.7
Lewistown/300270006/PM2.5-88101/3,5/18/2018,3.5
Lewistown/300270006/PM2.5-88101/3,5/19/2018,3.1
Lewistown/300270006/PM2.5-88101/3,5/20/2018,1.6
Lewistown/300270006/PM2.5-88101/3,5/21/2018,4.9
Lewistown/300270006/PM2.5-88101/3,5/22/2018,4
Lewistown/300270006/PM2.5-88101/3,5/23/2018,4.5
Lewistown/300270006/PM2.5-88101/3,5/24/2018,3.4
Lewistown/300270006/PM2.5-88101/3,5/25/2018,3.9
Lewistown/300270006/PM2.5-88101/3,5/26/2018,3.6
Lewistown/300270006/PM2.5-88101/3,5/27/2018,6.5
Lewistown/300270006/PM2.5-88101/3,5/28/2018,6.2
Lewistown/300270006/PM2.5-88101/3,5/29/2018,5.5
Lewistown/300270006/PM2.5-88101/3,5/30/2018,5
Lewistown/300270006/PM2.5-88101/3,5/31/2018,3.3
Lewistown/300270006/PM2.5-88101/3,6/1/2018,1.8
Lewistown/300270006/PM2.5-88101/3,6/2/2018,3
Lewistown/300270006/PM2.5-88101/3,6/3/2018,2.8
Lewistown/300270006/PM2.5-88101/3,6/4/2018,4.1
Lewistown/300270006/PM2.5-88101/3,6/5/2018,3.5
Lewistown/300270006/PM2.5-88101/3,6/6/2018,4.6
Lewistown/300270006/PM2.5-88101/3,6/7/2018,5.6
Lewistown/300270006/PM2.5-88101/3,6/8/2018,4
Lewistown/300270006/PM2.5-88101/3,6/9/2018,5.9
Lewistown/300270006/PM2.5-88101/3,6/10/2018,2.6
Lewistown/300270006/PM2.5-88101/3,6/11/2018,2.4
Lewistown/300270006/PM2.5-88101/3,6/12/2018,3.8
Lewistown/300270006/PM2.5-88101/3,6/13/2018,2.9
Lewistown/300270006/PM2.5-88101/3,6/14/2018,5.3
Lewistown/300270006/PM2.5-88101/3,6/15/2018,2.7
Lewistown/300270006/PM2.5-88101/3,6/16/2018,2.8
Lewistown/300270006/PM2.5-88101/3,6/17/2018,3.2
Lewistown/300270006/PM2.5-88101/3,6/18/2018,2
Lewistown/300270006/PM2.5-88101/3,6/19/2018,1.4
Lewistown/300270006/PM2.5-88101/3,6/20/2018,2.6
Lewistown/300270006/PM2.5-88101/3,6/21/2018,1.9
Lewistown/300270006/PM2.5-88101/3,6/22/2018,2.4
Lewistown/300270006/PM2.5-88101/3,6/23/2018,4.2
Lewistown/300270006/PM2.5-88101/3,6/24/2018,3.2
Lewistown/300270006/PM2.5-88101/3,6/25/2018,3.1
Lewistown/300270006/PM2.5-88101/3,6/26/2018,3.5
Lewistown/300270006/PM2.5-88101/3,6/27/2018,2.3
Lewistown/300270006/PM2.5-88101/3,6/28/2018,5.4
Lewistown/300270006/PM2.5-88101/3,6/29/2018,3.3
Lewistown/300270006/PM2.5-88101/3,6/30/2018,1.1
Lewistown/300270006/PM2.5-88101/3,7/1/2018,2.4
Lewistown/300270006/PM2.5-88101/3,7/2/2018,2.9
Lewistown/300270006/PM2.5-88101/3,7/3/2018,1.5
Lewistown/300270006/PM2.5-88101/3,7/4/2018,3.2
Lewistown/300270006/PM2.5-88101/3,7/5/2018,3.5
Lewistown/300270006/PM2.5-88101/3,7/6/2018,9.8
Lewistown/300270006/PM2.5-88101/3,7/7/2018,6.1
Lewistown/300270006/PM2.5-88101/3,7/8/2018,5.5
Lewistown/300270006/PM2.5-88101/3,7/9/2018,9.1
Lewistown/300270006/PM2.5-88101/3,7/10/2018,13.3
Lewistown/300270006/PM2.5-88101/3,7/11/2018,4.4
Lewistown/300270006/PM2.5-88101/3,7/12/2018,4.7
Lewistown/300270006/PM2.5-88101/3,7/13/2018,6.8
Lewistown/300270006/PM2.5-88101/3,7/14/2018,7
Lewistown/300270006/PM2.5-88101/3,7/15/2018,5.2
Lewistown/300270006/PM2.5-88101/3,7/16/2018,6.4
Lewistown/300270006/PM2.5-88101/3,7/17/2018,7
Lewistown/300270006/PM2.5-88101/3,7/18/2018,6.5
Lewistown/300270006/PM2.5-88101/3,7/19/2018,9.2
Lewistown/300270006/PM2.5-88101/3,7/20/2018,7.5
Lewistown/300270006/PM2.5-88101/3,7/21/2018,11.2
Lewistown/300270006/PM2.5-88101/3,7/22/2018,5
Lewistown/300270006/PM2.5-88101/3,7/23/2018,3.3
Lewistown/300270006/PM2.5-88101/3,7/24/2018,7.9
Lewistown/300270006/PM2.5-88101/3,7/25/2018,6.1
Lewistown/300270006/PM2.5-88101/3,7/26/2018,5.2
Lewistown/300270006/PM2.5-88101/3,7/27/2018,7.2
Lewistown/300270006/PM2.5-88101/3,7/28/2018,7.1
Lewistown/300270006/PM2.5-88101/3,7/29/2018,7.4
Lewistown/300270006/PM2.5-88101/3,7/30/2018,7.5
Lewistown/300270006/PM2.5-88101/3,7/31/2018,9
Lewistown/300270006/PM2.5-88101/3,8/1/2018,10.2
Lewistown/300270006/PM2.5-88101/3,8/2/2018,17.2
Lewistown/300270006/PM2.5-88101/3,8/3/2018,13.6
Lewistown/300270006/PM2.5-88101/3,8/4/2018,14.1
Lewistown/300270006/PM2.5-88101/3,8/5/2018,9.3
Lewistown/300270006/PM2.5-88101/3,8/6/2018,7.8
Lewistown/300270006/PM2.5-88101/3,8/7/2018,12
Lewistown/300270006/PM2.5-88101/3,8/8/2018,15.4
Lewistown/300270006/PM2.5-88101/3,8/9/2018,20.6
Lewistown/300270006/PM2.5-88101/3,8/10/2018,17.5
Lewistown/300270006/PM2.5-88101/3,8/11/2018,19.1
Lewistown/300270006/PM2.5-88101/3,8/12/2018,38.2
Lewistown/300270006/PM2.5-88101/3,8/13/2018,24.1
Lewistown/300270006/PM2.5-88101/3,8/14/2018,22.7
Lewistown/300270006/PM2.5-88101/3,8/15/2018,20.5
Lewistown/300270006/PM2.5-88101/3,8/16/2018,26
Lewistown/300270006/PM2.5-88101/3,8/17/2018,36.7
Lewistown/300270006/PM2.5-88101/3,8/18/2018,38.3
Lewistown/300270006/PM2.5-88101/3,8/19/2018,69.2
Lewistown/300270006/PM2.5-88101/3,8/20/2018,22.6
Lewistown/300270006/PM2.5-88101/3,8/21/2018,10.4
Lewistown/300270006/PM2.5-88101/3,8/22/2018,16.5
Lewistown/300270006/PM2.5-88101/3,8/23/2018,35.8
Lewistown/300270006/PM2.5-88101/3,8/24/2018,48
Lewistown/300270006/PM2.5-88101/3,8/25/2018,30.7
Lewistown/300270006/PM2.5-88101/3,8/26/2018,17.7
Lewistown/300270006/PM2.5-88101/3,8/27/2018,6.4
Lewistown/300270006/PM2.5-88101/3,8/28/2018,4.5
Libby Courthous/300530018/PM2.5-88101/3,1/1/2018,11.4
Libby Courthous/300530018/PM2.5-88101/3,1/2/2018,15.2
Libby Courthous/300530018/PM2.5-88101/3,1/3/2018,12.2
Libby Courthous/300530018/PM2.5-88101/3,1/4/2018,18.3
Libby Courthous/300530018/PM2.5-88101/3,1/5/2018,25
Libby Courthous/300530018/PM2.5-88101/3,1/6/2018,31
Libby Courthous/300530018/PM2.5-88101/3,1/7/2018,36.8
Libby Courthous/300530018/PM2.5-88101/3,1/8/2018,22.9
Libby Courthous/300530018/PM2.5-88101/3,1/9/2018,22.8
Libby Courthous/300530018/PM2.5-88101/3,1/10/2018,12.8
Libby Courthous/300530018/PM2.5-88101/3,1/11/2018,14.1
Libby Courthous/300530018/PM2.5-88101/3,1/12/2018,9.4
Libby Courthous/300530018/PM2.5-88101/3,1/13/2018,23.7
Libby Courthous/300530018/PM2.5-88101/3,1/14/2018,21.7
Libby Courthous/300530018/PM2.5-88101/3,1/15/2018,19.2
Libby Courthous/300530018/PM2.5-88101/3,1/16/2018,12.8
Libby Courthous/300530018/PM2.5-88101/3,1/17/2018,8.2
Libby Courthous/300530018/PM2.5-88101/3,1/18/2018,16.6
Libby Courthous/300530018/PM2.5-88101/3,1/19/2018,11.2
Libby Courthous/300530018/PM2.5-88101/3,1/20/2018,20.1
Libby Courthous/300530018/PM2.5-88101/3,1/21/2018,15
Libby Courthous/300530018/PM2.5-88101/3,1/22/2018,15.4
Libby Courthous/300530018/PM2.5-88101/3,1/23/2018,21.8
Libby Courthous/300530018/PM2.5-88101/3,1/24/2018,22.4
Libby Courthous/300530018/PM2.5-88101/3,1/25/2018,18.1
Libby Courthous/300530018/PM2.5-88101/3,1/26/2018,15.3
Libby Courthous/300530018/PM2.5-88101/3,1/27/2018,13.1
Libby Courthous/300530018/PM2.5-88101/3,1/28/2018,22.6
Libby Courthous/300530018/PM2.5-88101/3,1/29/2018,21.3
Libby Courthous/300530018/PM2.5-88101/3,1/30/2018,6.8
Libby Courthous/300530018/PM2.5-88101/3,1/31/2018,13.4
Libby Courthous/300530018/PM2.5-88101/3,2/1/2018,20.7
Libby Courthous/300530018/PM2.5-88101/3,2/2/2018,27
Libby Courthous/300530018/PM2.5-88101/3,2/3/2018,12.5
Libby Courthous/300530018/PM2.5-88101/3,2/4/2018,8.8
Libby Courthous/300530018/PM2.5-88101/3,2/5/2018,7.3
Libby Courthous/300530018/PM2.5-88101/3,2/6/2018,11.6
Libby Courthous/300530018/PM2.5-88101/3,2/7/2018,11.4
Libby Courthous/300530018/PM2.5-88101/3,2/8/2018,9.1
Libby Courthous/300530018/PM2.5-88101/3,2/9/2018,6.9
Libby Courthous/300530018/PM2.5-88101/3,2/10/2018,8.3
Libby Courthous/300530018/PM2.5-88101/3,2/11/2018,9.7
Libby Courthous/300530018/PM2.5-88101/3,2/12/2018,10.3
Libby Courthous/300530018/PM2.5-88101/3,2/13/2018,13.1
Libby Courthous/300530018/PM2.5-88101/3,2/14/2018,9.5
Libby Courthous/300530018/PM2.5-88101/3,2/15/2018,11
Libby Courthous/300530018/PM2.5-88101/3,2/16/2018,12.6
Libby Courthous/300530018/PM2.5-88101/3,2/17/2018,6.3
Libby Courthous/300530018/PM2.5-88101/3,2/18/2018,4.7
Libby Courthous/300530018/PM2.5-88101/3,2/19/2018,15.8
Libby Courthous/300530018/PM2.5-88101/3,2/20/2018,17
Libby Courthous/300530018/PM2.5-88101/3,2/21/2018,16.4
Libby Courthous/300530018/PM2.5-88101/3,2/22/2018,17.3
Libby Courthous/300530018/PM2.5-88101/3,2/23/2018,12.8
Libby Courthous/300530018/PM2.5-88101/3,2/24/2018,14
Libby Courthous/300530018/PM2.5-88101/3,2/25/2018,11.6
Libby Courthous/300530018/PM2.5-88101/3,2/26/2018,16.4
Libby Courthous/300530018/PM2.5-88101/3,2/27/2018,11.3
Libby Courthous/300530018/PM2.5-88101/3,2/28/2018,18
Libby Courthous/300530018/PM2.5-88101/3,3/1/2018,24.9
Libby Courthous/300530018/PM2.5-88101/3,3/2/2018,18.8
Libby Courthous/300530018/PM2.5-88101/3,3/3/2018,8.5
Libby Courthous/300530018/PM2.5-88101/3,3/4/2018,14
Libby Courthous/300530018/PM2.5-88101/3,3/5/2018,15.1
Libby Courthous/300530018/PM2.5-88101/3,3/6/2018,20.5
Libby Courthous/300530018/PM2.5-88101/3,3/7/2018,14.6
Libby Courthous/300530018/PM2.5-88101/3,3/8/2018,25.9
Libby Courthous/300530018/PM2.5-88101/3,3/9/2018,15.8
Libby Courthous/300530018/PM2.5-88101/3,3/10/2018,17
Libby Courthous/300530018/PM2.5-88101/3,3/11/2018,16.8
Libby Courthous/300530018/PM2.5-88101/3,3/12/2018,20.8
Libby Courthous/300530018/PM2.5-88101/3,3/13/2018,19.7
Libby Courthous/300530018/PM2.5-88101/3,3/14/2018,21
Libby Courthous/300530018/PM2.5-88101/3,3/15/2018,18.8
Libby Courthous/300530018/PM2.5-88101/3,3/16/2018,16.1
Libby Courthous/300530018/PM2.5-88101/3,3/17/2018,14.1
Libby Courthous/300530018/PM2.5-88101/3,3/18/2018,15
Libby Courthous/300530018/PM2.5-88101/3,3/19/2018,9
Libby Courthous/300530018/PM2.5-88101/3,3/20/2018,13.3
Libby Courthous/300530018/PM2.5-88101/3,3/21/2018,10.1
Libby Courthous/300530018/PM2.5-88101/3,3/22/2018,10.8
Libby Courthous/300530018/PM2.5-88101/3,3/23/2018,5.6
Libby Courthous/300530018/PM2.5-88101/3,3/24/2018,5
Libby Courthous/300530018/PM2.5-88101/3,3/25/2018,7
Libby Courthous/300530018/PM2.5-88101/3,3/26/2018,6
Libby Courthous/300530018/PM2.5-88101/3,3/27/2018,9.1
Libby Courthous/300530018/PM2.5-88101/3,3/28/2018,9
Libby Courthous/300530018/PM2.5-88101/3,3/29/2018,11.3
Libby Courthous/300530018/PM2.5-88101/3,3/30/2018,7.9
Libby Courthous/300530018/PM2.5-88101/3,3/31/2018,6.2
Libby Courthous/300530018/PM2.5-88101/3,4/1/2018,12.2
Libby Courthous/300530018/PM2.5-88101/3,4/2/2018,6.2
Libby Courthous/300530018/PM2.5-88101/3,4/3/2018,6.4
Libby Courthous/300530018/PM2.5-88101/3,4/4/2018,11.9
Libby Courthous/300530018/PM2.5-88101/3,4/5/2018,8.2
Libby Courthous/300530018/PM2.5-88101/3,4/6/2018,5.9
Libby Courthous/300530018/PM2.5-88101/3,4/7/2018,12.7
Libby Courthous/300530018/PM2.5-88101/3,4/8/2018,8.4
Libby Courthous/300530018/PM2.5-88101/3,4/9/2018,6.7
Libby Courthous/300530018/PM2.5-88101/3,4/10/2018,10.4
Libby Courthous/300530018/PM2.5-88101/3,4/11/2018,7.4
Libby Courthous/300530018/PM2.5-88101/3,4/12/2018,6.3
Libby Courthous/300530018/PM2.5-88101/3,4/13/2018,6.5
Libby Courthous/300530018/PM2.5-88101/3,4/14/2018,7.1
Libby Courthous/300530018/PM2.5-88101/3,4/15/2018,5.5
Libby Courthous/300530018/PM2.5-88101/3,4/16/2018,3.6
Libby Courthous/300530018/PM2.5-88101/3,4/17/2018,4.3
Libby Courthous/300530018/PM2.5-88101/3,4/18/2018,6.7
Libby Courthous/300530018/PM2.5-88101/3,4/19/2018,7.4
Libby Courthous/300530018/PM2.5-88101/3,4/20/2018,8.9
Libby Courthous/300530018/PM2.5-88101/3,4/21/2018,9.2
Libby Courthous/300530018/PM2.5-88101/3,4/22/2018,10.6
Libby Courthous/300530018/PM2.5-88101/3,4/23/2018,8.2
Libby Courthous/300530018/PM2.5-88101/3,4/24/2018,9.5
Libby Courthous/300530018/PM2.5-88101/3,4/25/2018,15.9
Libby Courthous/300530018/PM2.5-88101/3,4/26/2018,11.4
Libby Courthous/300530018/PM2.5-88101/3,4/27/2018,13.9
Libby Courthous/300530018/PM2.5-88101/3,4/28/2018,11.2
Libby Courthous/300530018/PM2.5-88101/3,4/29/2018,7.4
Libby Courthous/300530018/PM2.5-88101/3,4/30/2018,6.4
Libby Courthous/300530018/PM2.5-88101/3,5/1/2018,5
Libby Courthous/300530018/PM2.5-88101/3,5/2/2018,7
Libby Courthous/300530018/PM2.5-88101/3,5/3/2018,9.5
Libby Courthous/300530018/PM2.5-88101/3,5/4/2018,9.7
Libby Courthous/300530018/PM2.5-88101/3,5/5/2018,8
Libby Courthous/300530018/PM2.5-88101/3,5/6/2018,6.3
Libby Courthous/300530018/PM2.5-88101/3,5/7/2018,7.5
Libby Courthous/300530018/PM2.5-88101/3,5/8/2018,6.1
Libby Courthous/300530018/PM2.5-88101/3,5/9/2018,6.3
Libby Courthous/300530018/PM2.5-88101/3,5/10/2018,3.1
Libby Courthous/300530018/PM2.5-88101/3,5/11/2018,5
Libby Courthous/300530018/PM2.5-88101/3,5/12/2018,7.7
Libby Courthous/300530018/PM2.5-88101/3,5/13/2018,9
Libby Courthous/300530018/PM2.5-88101/3,5/14/2018,8
Libby Courthous/300530018/PM2.5-88101/3,5/15/2018,9.4
Libby Courthous/300530018/PM2.5-88101/3,5/16/2018,11.6
Libby Courthous/300530018/PM2.5-88101/3,5/17/2018,11.7
Libby Courthous/300530018/PM2.5-88101/3,5/18/2018,3.4
Libby Courthous/300530018/PM2.5-88101/3,5/19/2018,3
Libby Courthous/300530018/PM2.5-88101/3,5/20/2018,4.1
Libby Courthous/300530018/PM2.5-88101/3,5/21/2018,7.1
Libby Courthous/300530018/PM2.5-88101/3,5/22/2018,5.5
Libby Courthous/300530018/PM2.5-88101/3,5/23/2018,7.4
Libby Courthous/300530018/PM2.5-88101/3,5/24/2018,6
Libby Courthous/300530018/PM2.5-88101/3,5/25/2018,6.2
Libby Courthous/300530018/PM2.5-88101/3,5/26/2018,8.4
Libby Courthous/300530018/PM2.5-88101/3,5/27/2018,6
Libby Courthous/300530018/PM2.5-88101/3,5/28/2018,5.3
Libby Courthous/300530018/PM2.5-88101/3,5/29/2018,4.9
Libby Courthous/300530018/PM2.5-88101/3,5/30/2018,5.3
Libby Courthous/300530018/PM2.5-88101/3,5/31/2018,7.3
Libby Courthous/300530018/PM2.5-88101/3,6/1/2018,3.6
Libby Courthous/300530018/PM2.5-88101/3,6/2/2018,4.1
Libby Courthous/300530018/PM2.5-88101/3,6/3/2018,3.4
Libby Courthous/300530018/PM2.5-88101/3,6/4/2018,6.2
Libby Courthous/300530018/PM2.5-88101/3,6/5/2018,4.7
Libby Courthous/300530018/PM2.5-88101/3,6/6/2018,6.1
Libby Courthous/300530018/PM2.5-88101/3,6/7/2018,6.2
Libby Courthous/300530018/PM2.5-88101/3,6/8/2018,9.4
Libby Courthous/300530018/PM2.5-88101/3,6/9/2018,7.9
Libby Courthous/300530018/PM2.5-88101/3,6/10/2018,3.2
Libby Courthous/300530018/PM2.5-88101/3,6/11/2018,2.6
Libby Courthous/300530018/PM2.5-88101/3,6/12/2018,2.4
Libby Courthous/300530018/PM2.5-88101/3,6/13/2018,5.3
Libby Courthous/300530018/PM2.5-88101/3,6/14/2018,4.5
Libby Courthous/300530018/PM2.5-88101/3,6/15/2018,2.4
Libby Courthous/300530018/PM2.5-88101/3,6/16/2018,3.9
Libby Courthous/300530018/PM2.5-88101/3,6/17/2018,5
Libby Courthous/300530018/PM2.5-88101/3,6/18/2018,5.8
Libby Courthous/300530018/PM2.5-88101/3,6/19/2018,4.2
Libby Courthous/300530018/PM2.5-88101/3,6/20/2018,5.8
Libby Courthous/300530018/PM2.5-88101/3,6/21/2018,7.7
Libby Courthous/300530018/PM2.5-88101/3,6/22/2018,5.3
Libby Courthous/300530018/PM2.5-88101/3,6/23/2018,5.1
Libby Courthous/300530018/PM2.5-88101/3,6/24/2018,5.4
Libby Courthous/300530018/PM2.5-88101/3,6/25/2018,6.9
Libby Courthous/300530018/PM2.5-88101/3,6/26/2018,3.7
Libby Courthous/300530018/PM2.5-88101/3,6/27/2018,3.5
Libby Courthous/300530018/PM2.5-88101/3,6/28/2018,7.1
Libby Courthous/300530018/PM2.5-88101/3,6/29/2018,4.9
Libby Courthous/300530018/PM2.5-88101/3,6/30/2018,1.9
Libby Courthous/300530018/PM2.5-88101/3,7/1/2018,2.8
